State : ARG    : COND   : GLOBVARS : INSTRUC : LOCVARS : BODY   : BINOP  : PROG   : PROGPRIME : COMMAND : EPILOG : SIMPLE : UNOP   : CONST  : OP     : FUNCTIONS : VTYP   : HEADER : VNAME  : SUBFUNCS : PROLOG : BRANCH : COMPOSIT : ALGO   : ASSIGN : FNAME  : TERM   : ATOMIC : DECL   : <input : eq     : main   : not    : T_Token : mul    : print  : ;      : V_Token : sub    : if     : else   : N_Token : end    : {      : grt    : or     : div    : sqrt   : and    : =      : F_Token : $      : void   : return : (      : ,      : begin  : add    : )      : num    : }      : then   : halt   : text   : skip  
S162 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : R28    : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S161 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : R60    : error  : error  : error  : error  : error  : error  : error  : error 
S160 : error  : error  : G113     : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : G65    : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : R60    : error  : error  : S55    : error  : error  : error  : S28    : error 
S159 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : S162   : error  : error  : error  : error  : error  : error 
S158 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : R55    : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S157 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : S161   : error  : error  : error  : error  : error  : error  : error  : error  : error 
S156 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : R54    : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S155 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : S160   : error  : error  : error  : error  : error  : error  : error  : error  : error 
S154 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : G34    : error  : error     : error  : error  : G51    : error    : error  : error  : error    : error  : error  : error  : error  : G159   : error  : error  : error  : error  : error  : S24     : error  : error  : error  : S36     : error  : error  : error  : S40     : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S153 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : R19    : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S152 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : S158   : error  : error  : error  : error  : error  : error 
S151 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : G157   : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : S36     : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S150 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : S156   : error  : error  : error  : error  : error  : error 
S149 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : G155   : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : S36     : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S148 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : S154   : error  : error  : error  : error  : error  : error  : error  : error  : error 
S147 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : S153   : error  : error  : error  : error  : error  : error 
S146 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : G152   : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : S36     : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S145 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : G151   : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : S55    : error  : error  : error  : S28    : error 
S144 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : G150   : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : S36     : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S143 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : R29    : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S142 : error  : error  : G113     : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : G149   : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : R6     : error  : error  : S55    : error  : error  : error  : S28    : error 
S141 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : G34    : error  : error     : error  : error  : G51    : error    : error  : error  : error    : error  : error  : error  : error  : G148   : error  : error  : error  : error  : error  : S24     : error  : error  : error  : S36     : error  : error  : error  : S40     : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error 
S140 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : R37    : error  : error  : R37    : error  : error  : R37    : error  : error  : error 
S139 : error  : error  : error    : error   : error   : error  : error  : error  : error     : error   : error  : error  : error  : error  : error  : error     : error  : error  : error  : error    : error  : error  : error    : error  : error  : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : R33    : error   : error  : error  : error  : error   : error  : error  : error  : error  : error  : error  : error  : error  : error   : error  : error  : error  : error  : R33    : error  : error  : R33    : error  : error  : error  : error  : error  : error 
